idseq,datetime,subtype,srcip,srcport,srcintf,dstip,dstport,dstintf,action,sentpkt,rcvdpkt,duration,service,devtype,level,crscore,crlevel,is_attack,pkt_total,pkt_ratio,pkt_rate,sent_rate,rcvd_rate,inv_duration,duration_zero_flag,rcvd_zero_flag,pkt_total_pctl90,pkt_total_qbin,pkt_total_qrank,dstport_bucket,is_common_port,proto_port,sub_action,svc_action,pkt_rate_z,pkt_rate_outlier,burst_sent_p99,proto_port_code,sub_action_code,svc_action_code
,2025-10-07 08:50:37,1,204.76.203.30,56019,-1,220.130.36.69,80,-1,9,1.0,0.0,11.0,5,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,1,5|80,1|9,5|9,0.0,0,0,658149000,44567127,1225385074
,2025-10-07 08:50:37,1,204.76.203.30,56019,-1,220.130.36.69,80,-1,-1,0.0,0.0,0.0,5,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,1,5|80,1|-1,5|-1,-0.6744907594765952,0,0,658149000,2621595096,2933017970
,2025-10-07 08:50:31,1,46.101.6.72,57597,-1,220.130.36.69,45427,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|45427,1|9,0|9,0.0,0,0,4218272996,44567127,2735820480
,2025-10-07 08:50:31,1,46.101.6.72,57597,-1,220.130.36.69,45427,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|45427,1|-1,0|-1,-0.6744907594765952,0,0,4218272996,2621595096,387804096
,2025-10-07 08:50:25,1,89.248.169.50,49482,-1,220.130.36.69,33409,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|33409,1|9,0|9,0.0,0,0,2925267255,44567127,2735820480
,2025-10-07 08:50:25,1,89.248.169.50,49482,-1,220.130.36.69,33409,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|33409,1|-1,0|-1,-0.6744907594765952,0,0,2925267255,2621595096,387804096
,2025-10-07 08:50:25,1,154.40.60.13,46060,-1,220.130.36.69,6194,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|6194,1|9,0|9,0.0,0,0,3529739500,44567127,2735820480
,2025-10-07 08:50:25,1,154.40.60.13,46060,-1,220.130.36.69,6194,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|6194,1|-1,0|-1,-0.6744907594765952,0,0,3529739500,2621595096,387804096
,2025-10-07 08:50:20,1,45.136.68.56,56868,-1,220.130.36.69,34227,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|34227,1|9,0|9,0.0,0,0,1255902214,44567127,2735820480
,2025-10-07 08:50:20,1,45.136.68.56,56868,-1,220.130.36.69,34227,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|34227,1|-1,0|-1,-0.6744907594765952,0,0,1255902214,2621595096,387804096
,2025-10-07 08:50:19,1,10.4.168.70,9080,-1,61.61.136.70,5060,-1,1,1288226.0,1287142.0,7246172.0,31,-1,1,0,0,0,2575368.0,1.0008421759215378,0.3554108293316802,0.177780212779934,0.17763061655174622,1.3800390054224493e-07,0,0,1,3,0.9599046380580841,2,1,31|5060,1|1,31|1,1.9624437627468518,0,0,113089844,3571441875,2205555514
,2025-10-07 08:50:12,1,20.168.120.248,49487,-1,220.130.36.69,8888,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8888,1|9,0|9,0.0,0,0,1483791798,44567127,2735820480
,2025-10-07 08:50:12,1,20.168.120.248,49487,-1,220.130.36.69,8888,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8888,1|-1,0|-1,-0.6744907594765952,0,0,1483791798,2621595096,387804096
,2025-10-07 08:50:11,1,92.63.197.66,8080,-1,220.130.36.69,3180,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3180,1|9,0|9,0.0,0,0,806637990,44567127,2735820480
,2025-10-07 08:50:11,1,92.63.197.66,8080,-1,220.130.36.69,3180,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3180,1|-1,0|-1,-0.6744907594765952,0,0,806637990,2621595096,387804096
,2025-10-07 08:50:07,1,35.203.210.121,52337,-1,220.130.36.69,44012,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|44012,1|9,0|9,0.0,0,0,1745756342,44567127,2735820480
,2025-10-07 08:50:07,1,35.203.210.121,52337,-1,220.130.36.69,44012,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|44012,1|-1,0|-1,-0.6744907594765952,0,0,1745756342,2621595096,387804096
,2025-10-07 08:50:05,1,147.185.132.107,54921,-1,220.130.36.69,956,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|956,1|9,0|9,0.0,0,0,427860638,44567127,2735820480
,2025-10-07 08:50:05,1,147.185.132.107,54921,-1,220.130.36.69,956,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|956,1|-1,0|-1,-0.6744907594765952,0,0,427860638,2621595096,387804096
,2025-10-07 08:50:00,1,45.156.128.67,31342,-1,220.130.36.69,2375,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|2375,1|9,0|9,0.0,0,0,3577800738,44567127,2735820480
,2025-10-07 08:50:00,1,45.156.128.67,31342,-1,220.130.36.69,2375,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|2375,1|-1,0|-1,-0.6744907594765952,0,0,3577800738,2621595096,387804096
,2025-10-07 08:50:00,1,204.76.203.219,55608,-1,220.130.36.69,80,-1,9,1.0,0.0,11.0,5,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,1,5|80,1|9,5|9,0.0,0,0,658149000,44567127,1225385074
,2025-10-07 08:50:00,1,204.76.203.219,55608,-1,220.130.36.69,80,-1,-1,0.0,0.0,0.0,5,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,1,5|80,1|-1,5|-1,-0.6744907594765952,0,0,658149000,2621595096,2933017970
,2025-10-07 08:49:54,1,79.124.40.126,53725,-1,220.130.36.69,6689,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|6689,1|9,0|9,0.0,0,0,3514016016,44567127,2735820480
,2025-10-07 08:49:54,1,79.124.40.126,53725,-1,220.130.36.69,6689,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|6689,1|-1,0|-1,-0.6744907594765952,0,0,3514016016,2621595096,387804096
,2025-10-07 08:49:53,1,79.124.40.110,56530,-1,220.130.36.69,10193,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|10193,1|9,0|9,0.0,0,0,3061015606,44567127,2735820480
,2025-10-07 08:49:53,1,79.124.40.110,56530,-1,220.130.36.69,10193,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|10193,1|-1,0|-1,-0.6744907594765952,0,0,3061015606,2621595096,387804096
,2025-10-07 08:49:52,1,20.169.105.30,54337,-1,220.130.36.69,15001,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|15001,1|9,0|9,0.0,0,0,1723001757,44567127,2735820480
,2025-10-07 08:49:52,1,20.169.105.30,54337,-1,220.130.36.69,15001,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|15001,1|-1,0|-1,-0.6744907594765952,0,0,1723001757,2621595096,387804096
,2025-10-07 08:49:48,1,202.142.169.162,51848,-1,220.130.36.69,1433,-1,9,1.0,0.0,11.0,16,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,1,16|1433,1|9,16|9,0.0,0,0,3729493198,44567127,2865896856
,2025-10-07 08:49:48,1,202.142.169.162,51848,-1,220.130.36.69,1433,-1,-1,0.0,0.0,0.0,16,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,1,16|1433,1|-1,16|-1,-0.6744907594765952,0,0,3729493198,2621595096,100574256
,2025-10-07 08:49:45,1,198.235.24.197,56897,-1,220.130.36.69,623,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|623,1|9,0|9,0.0,0,0,3740980619,44567127,2735820480
,2025-10-07 08:49:45,1,198.235.24.197,56897,-1,220.130.36.69,623,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|623,1|-1,0|-1,-0.6744907594765952,0,0,3740980619,2621595096,387804096
,2025-10-07 08:49:31,1,10.4.168.70,9080,-1,61.65.15.173,5060,-1,1,1946633.0,1940394.0,7246126.0,31,-1,1,0,0,0,3887027.0,1.0032153263718606,0.5364282928560723,0.2686446523287064,0.2677836405273659,1.3800477662132842e-07,0,0,1,3,0.9993498049414824,2,1,31|5060,1|1,31|1,3.305484433708887,0,1,113089844,3571441875,2205555514
,2025-10-07 08:49:16,1,45.136.68.53,56414,-1,220.130.36.69,53258,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|53258,1|9,0|9,0.0,0,0,3635021375,44567127,2735820480
,2025-10-07 08:49:16,1,45.136.68.53,56414,-1,220.130.36.69,53258,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|53258,1|-1,0|-1,-0.6744907594765952,0,0,3635021375,2621595096,387804096
,2025-10-07 08:49:08,1,141.98.10.201,53862,-1,220.130.36.69,10503,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|10503,1|9,0|9,0.0,0,0,2063365781,44567127,2735820480
,2025-10-07 08:49:08,1,141.98.10.201,53862,-1,220.130.36.69,10503,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|10503,1|-1,0|-1,-0.6744907594765952,0,0,2063365781,2621595096,387804096
,2025-10-07 08:49:03,1,118.193.37.40,44613,-1,220.130.36.69,5842,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|5842,1|9,0|9,0.0,0,0,2485710589,44567127,2735820480
,2025-10-07 08:49:03,1,118.193.37.40,44613,-1,220.130.36.69,5842,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|5842,1|-1,0|-1,-0.6744907594765952,0,0,2485710589,2621595096,387804096
,2025-10-07 08:49:03,1,89.248.164.165,47160,-1,220.130.36.69,9999,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|9999,1|9,0|9,0.0,0,0,3588240664,44567127,2735820480
,2025-10-07 08:49:03,1,89.248.164.165,47160,-1,220.130.36.69,9999,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|9999,1|-1,0|-1,-0.6744907594765952,0,0,3588240664,2621595096,387804096
,2025-10-07 08:48:59,1,100.29.192.11,55634,-1,220.130.36.69,4443,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|4443,1|9,0|9,0.0,0,0,3256484720,44567127,2735820480
,2025-10-07 08:48:59,1,100.29.192.11,55634,-1,220.130.36.69,4443,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|4443,1|-1,0|-1,-0.6744907594765952,0,0,3256484720,2621595096,387804096
,2025-10-07 08:48:57,1,141.98.10.108,54459,-1,220.130.36.69,4379,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|4379,1|9,0|9,0.0,0,0,2481730785,44567127,2735820480
,2025-10-07 08:48:57,1,141.98.10.108,54459,-1,220.130.36.69,4379,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|4379,1|-1,0|-1,-0.6744907594765952,0,0,2481730785,2621595096,387804096
,2025-10-07 08:48:54,1,165.154.253.246,58914,-1,220.130.36.69,876,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|876,1|9,0|9,0.0,0,0,4165879778,44567127,2735820480
,2025-10-07 08:48:54,1,165.154.253.246,58914,-1,220.130.36.69,876,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|876,1|-1,0|-1,-0.6744907594765952,0,0,4165879778,2621595096,387804096
,2025-10-07 08:48:43,1,79.124.49.90,33360,-1,220.130.36.69,3311,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3311,1|9,0|9,0.0,0,0,3542670913,44567127,2735820480
,2025-10-07 08:48:43,1,79.124.49.90,33360,-1,220.130.36.69,3311,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3311,1|-1,0|-1,-0.6744907594765952,0,0,3542670913,2621595096,387804096
,2025-10-07 08:48:42,1,92.63.197.66,8080,-1,220.130.36.69,3554,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3554,1|9,0|9,0.0,0,0,3006098147,44567127,2735820480
,2025-10-07 08:48:42,1,92.63.197.66,8080,-1,220.130.36.69,3554,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3554,1|-1,0|-1,-0.6744907594765952,0,0,3006098147,2621595096,387804096
,2025-10-07 08:48:40,1,10.4.168.70,9080,-1,61.65.6.129,5060,-1,1,1932742.0,1927767.0,7246068.0,31,-1,1,0,0,0,3860509.0,1.0025807060708063,0.5327729466518946,0.2667297629555781,0.2660431836963164,1.3800588125863573e-07,0,0,1,3,0.9826614651061986,2,1,31|5060,1|1,31|1,3.278363964097424,0,0,113089844,3571441875,2205555514
,2025-10-07 08:48:37,1,94.102.49.88,53333,-1,220.130.36.69,2222,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|2222,1|9,0|9,0.0,0,0,2921375099,44567127,2735820480
,2025-10-07 08:48:37,1,94.102.49.88,53333,-1,220.130.36.69,2222,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|2222,1|-1,0|-1,-0.6744907594765952,0,0,2921375099,2621595096,387804096
,2025-10-07 08:48:29,1,10.4.168.70,9080,-1,61.30.27.170,7760,-1,1,773851.0,72506.0,7246059.0,0,-1,1,0,0,0,846357.0,10.672923620114197,0.11680238871916444,0.10679612186431273,0.01000626685485172,1.3800605266945797e-07,0,0,1,3,0.9371478110099697,2,0,0|7760,1|1,0|1,0.19211269115797172,0,0,2380400052,3571441875,2922506386
,2025-10-07 08:48:20,1,88.210.63.63,59085,-1,220.130.36.69,8889,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8889,1|9,0|9,0.0,0,0,1511003191,44567127,2735820480
,2025-10-07 08:48:20,1,88.210.63.63,59085,-1,220.130.36.69,8889,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8889,1|-1,0|-1,-0.6744907594765952,0,0,1511003191,2621595096,387804096
,2025-10-07 08:48:14,1,176.65.148.64,58430,-1,220.130.36.69,8088,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8088,1|9,0|9,0.0,0,0,3512571657,44567127,2735820480
,2025-10-07 08:48:14,1,176.65.148.64,58430,-1,220.130.36.69,8088,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8088,1|-1,0|-1,-0.6744907594765952,0,0,3512571657,2621595096,387804096
,2025-10-07 08:48:11,1,147.185.132.151,56664,-1,220.130.36.69,11252,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|11252,1|9,0|9,0.0,0,0,3702797527,44567127,2735820480
,2025-10-07 08:48:11,1,147.185.132.151,56664,-1,220.130.36.69,11252,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|11252,1|-1,0|-1,-0.6744907594765952,0,0,3702797527,2621595096,387804096
,2025-10-07 08:48:09,1,10.4.168.70,9080,-1,61.61.136.70,5060,-1,1,1288210.0,1287126.0,7246042.0,31,-1,1,0,0,0,2575336.0,1.0008421863904544,0.3554127894925257,0.17778119420229693,0.1776315952902288,1.3800637644661735e-07,0,0,1,3,0.9596879063719116,2,1,31|5060,1|1,31|1,1.962458305961003,0,0,113089844,3571441875,2205555514
,2025-10-07 08:48:08,1,103.102.230.4,51838,-1,220.130.36.69,8728,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8728,1|9,0|9,0.0,0,0,3391517844,44567127,2735820480
,2025-10-07 08:48:08,1,103.102.230.4,51838,-1,220.130.36.69,8728,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8728,1|-1,0|-1,-0.6744907594765952,0,0,3391517844,2621595096,387804096
,2025-10-07 08:48:05,1,101.36.97.131,41603,-1,220.130.36.69,32796,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|32796,1|9,0|9,0.0,0,0,3710664620,44567127,2735820480
,2025-10-07 08:48:05,1,101.36.97.131,41603,-1,220.130.36.69,32796,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|32796,1|-1,0|-1,-0.6744907594765952,0,0,3710664620,2621595096,387804096
,2025-10-07 08:47:50,1,80.94.92.62,57169,-1,220.130.36.69,5815,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|5815,1|9,0|9,0.0,0,0,2478259503,44567127,2735820480
,2025-10-07 08:47:50,1,80.94.92.62,57169,-1,220.130.36.69,5815,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|5815,1|-1,0|-1,-0.6744907594765952,0,0,2478259503,2621595096,387804096
,2025-10-07 08:47:49,1,165.154.11.121,57922,-1,220.130.36.69,9302,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|9302,1|9,0|9,0.0,0,0,675518586,44567127,2735820480
,2025-10-07 08:47:49,1,165.154.11.121,57922,-1,220.130.36.69,9302,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|9302,1|-1,0|-1,-0.6744907594765952,0,0,675518586,2621595096,387804096
,2025-10-07 08:47:32,1,176.65.149.77,54221,-1,220.130.36.69,21762,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|21762,1|9,0|9,0.0,0,0,1638829609,44567127,2735820480
,2025-10-07 08:47:32,1,176.65.149.77,54221,-1,220.130.36.69,21762,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|21762,1|-1,0|-1,-0.6744907594765952,0,0,1638829609,2621595096,387804096
,2025-10-07 08:47:32,1,123.58.215.82,42010,-1,220.130.36.69,3926,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3926,1|9,0|9,0.0,0,0,4117671304,44567127,2735820480
,2025-10-07 08:47:32,1,123.58.215.82,42010,-1,220.130.36.69,3926,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3926,1|-1,0|-1,-0.6744907594765952,0,0,4117671304,2621595096,387804096
,2025-10-07 08:47:29,1,176.65.149.201,53994,-1,220.130.36.69,5005,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|5005,1|9,0|9,0.0,0,0,2110303002,44567127,2735820480
,2025-10-07 08:47:29,1,176.65.149.201,53994,-1,220.130.36.69,5005,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|5005,1|-1,0|-1,-0.6744907594765952,0,0,2110303002,2621595096,387804096
,2025-10-07 08:47:26,1,79.124.40.86,56626,-1,220.130.36.69,54173,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|54173,1|9,0|9,0.0,0,0,4228864171,44567127,2735820480
,2025-10-07 08:47:26,1,79.124.40.86,56626,-1,220.130.36.69,54173,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|54173,1|-1,0|-1,-0.6744907594765952,0,0,4228864171,2621595096,387804096
,2025-10-07 08:47:25,1,89.248.164.165,47160,-1,220.130.36.69,9997,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|9997,1|9,0|9,0.0,0,0,3064836084,44567127,2735820480
,2025-10-07 08:47:25,1,89.248.164.165,47160,-1,220.130.36.69,9997,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|9997,1|-1,0|-1,-0.6744907594765952,0,0,3064836084,2621595096,387804096
,2025-10-07 08:47:22,1,176.65.149.220,58544,-1,220.130.36.69,25052,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|25052,1|9,0|9,0.0,0,0,1189201765,44567127,2735820480
,2025-10-07 08:47:22,1,176.65.149.220,58544,-1,220.130.36.69,25052,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|25052,1|-1,0|-1,-0.6744907594765952,0,0,1189201765,2621595096,387804096
